user_name,anime_id,title,url,score
mattslist,31741,Magi: Adventure of Sinbad,https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV,6
mattslist,18115,Magi: The Kingdom of Magic,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic,7
mattslist,14513,Magi: The Labyrinth of Magic,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic,7
mattslist,31646,March Comes In Like a Lion,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,9
mattslist,35180,March Comes In Like a Lion 2nd Season,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,10
mattslist,33487,Masamune-kun's Revenge,https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge,7
mattslist,51498,Masamune-kun's Revenge R,https://myanimelist.net/anime/51498/Masamune-kun_no_Revenge_R,7
mattslist,36563,Megalobox,https://myanimelist.net/anime/36563/Megalo_Box,7
mattslist,38098,MIX,https://myanimelist.net/anime/38098/Mix__Meisei_Story,7
mattslist,52614,MIX Season 2,https://myanimelist.net/anime/52614/Mix__Meisei_Story_2nd_Season_-_Nidome_no_Natsu_Sora_no_Mukou_e,7
mattslist,32182,Mob Psycho 100,https://myanimelist.net/anime/32182/Mob_Psycho_100,8
mattslist,37510,Mob Psycho 100 II,https://myanimelist.net/anime/37510/Mob_Psycho_100_II,8
mattslist,50172,Mob Psycho 100 III,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,8
mattslist,17074,Monogatari Series: Second Season,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,8
mattslist,23289,Monthly Girls' Nozaki-kun,https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun,7
mattslist,50425,"More than a Married Couple, but Not Lovers.",https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman,6
mattslist,39535,Mushoku Tensei: Jobless Reincarnation,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,8
mattslist,45576,Mushoku Tensei: Jobless Reincarnation Part 2,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,8
mattslist,51179,Mushoku Tensei: Jobless Reincarnation Season 2,https://myanimelist.net/anime/51179/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu,8
mattslist,48736,My Dress-Up Darling,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru,8
mattslist,34403,My First Girlfriend is a Gal,https://myanimelist.net/anime/34403/Hajimete_no_Gal,3
mattslist,51552,My Happy Marriage,https://myanimelist.net/anime/51552/Watashi_no_Shiawase_na_Kekkon,5
mattslist,31964,My Hero Academia,https://myanimelist.net/anime/31964/Boku_no_Hero_Academia,9
mattslist,33486,My Hero Academia Season 2,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,9
mattslist,36456,My Hero Academia Season 3,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season,9
mattslist,38408,My Hero Academia Season 4,https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season,9
mattslist,41587,My Hero Academia Season 5,https://myanimelist.net/anime/41587/Boku_no_Hero_Academia_5th_Season,9
mattslist,49918,My Hero Academia Season 6,https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season,8
mattslist,54789,My Hero Academia Season 7,https://myanimelist.net/anime/54789/Boku_no_Hero_Academia_7th_Season,7
mattslist,14227,My Little Monster,https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun,4
mattslist,14813,My Teen Romantic Comedy SNAFU,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru,9
